Archive,Address,Current URL / Directory,Title,Description,New URL (update only if changed),Redirect ONLY URL,New tags
,https://developer.chrome.com/articles/webtransport/,/articles/webtransport/,Using WebTransport,"WebTransport is an API offering low-latency, bidirectional, client-server messaging. Learn more about its use cases, and how to give feedback about the future of the implementation.",/docs/capabilities/web-apis/webtransport/,,
,https://developer.chrome.com/articles/window-management/,/articles/window-management/,Managing several displays with the Window Management API,The Window Management API allows you to enumerate the displays connected to your machine and to place windows on specific screens.,/docs/capabilities/web-apis/window-management/,,
,https://developer.chrome.com/articles/blinkng/,/articles/blinkng/,RenderingNG deep-dive: BlinkNG,Find out about BlinkNG and the various sub-projects that addressed long-standing problems in the organization and structure of Blink code.,/docs/chromium/blinkng,,
,https://developer.chrome.com/blog/cvd/,/blog/cvd/,Simulating color vision deficiencies in the Blink Renderer,Why and how we implemented color vision deficiency simulation in DevTools and the Blink Renderer.,/docs/chromium/cvd/,,
,https://developer.chrome.com/articles/layoutng/,/articles/layoutng/,RenderingNG deep-dive: LayoutNG,How the large architecture change of LayoutNG reduces and mitigates various types of bugs and performance issues.,/docs/chromium/layoutng/,,
,https://developer.chrome.com/articles/new-headless/,/articles/new-headless/,Chrome’s Headless mode gets an upgrade: introducing `--headless=new`,Chrome’s Headless mode just got a whole lot better! This article presents an overview of recent engineering efforts to make Headless more useful for developers by bringing Headless closer to Chrome’s regular “headful” mode.,/docs/chromium/new-headless/,,
,https://developer.chrome.com/articles/renderingng-architecture/,/articles/renderingng-architecture/,Overview of the RenderingNG architecture,"This post explains the components of the RenderingNG architecture, and how the rendering pipeline flows through them.",/docs/chromium/renderingng-architecture/,,
,https://developer.chrome.com/articles/renderingng-data-structures/,/articles/renderingng-data-structures/,Key data structures and their roles in RenderingNG,"This post explains the components of the RenderingNG architecture, and how the rendering pipeline flows through them.",/docs/chromium/renderingng-data-structures/,,
,https://developer.chrome.com/articles/renderingng-fragmentation/,/articles/renderingng-fragmentation/,RenderingNG deep-dive: LayoutNG block fragmentation,Block fragmentation in LayoutNG is now complete. Learn how it works and why it is important in this article.,/docs/chromium/renderingng-fragmentation/,,
,https://developer.chrome.com/articles/renderingng/,/articles/renderingng/,RenderingNG,"In 2021, we will largely complete the process of designing, building and shipping RenderingNG, a next-generation rendering architecture for Chromium.",/docs/chromium/renderingng/,,
,https://developer.chrome.com/articles/videong/,/articles/videong/,Deep-dive: VideoNG,Learn about modern playback systems and how Chromium powers several hundred million hours of watch time every day.,/docs/chromium/videong/,,
,https://developer.chrome.com/blog/chrome-ux-report-bigquery/,/blog/chrome-ux-report-bigquery/,Using the Chrome UX Report on BigQuery,"In this guide, learn how to use BigQuery to write queries against the CrUX
dataset to extract insightful results about the state of user experiences on
the web.",/docs/crux/guides/bigquery,,E:product:ChromeUXReport
,https://developer.chrome.com/blog/chrome-ux-report-api/,/blog/chrome-ux-report-api/,Using the Chrome UX Report API,"Learn how to use the Chrome UX Report API to get easy, RESTful access to
real-user experience data across millions of websites.",/docs/crux/guides/crux-api,,E:product:ChromeUXReport
,https://developer.chrome.com/blog/chrome-ux-report-history-api/,/blog/chrome-ux-report-history-api/,Introducing historical web performance data via the CrUX History API,Learn about the new CrUX History API and how to use it to track user experience trends.,/docs/crux/guides/history-api,,E:product:ChromeUXReport
,https://developer.chrome.com/blog/chrome-ux-report-looker-studio-dashboard/,/blog/chrome-ux-report-looker-studio-dashboard/,Building a CrUX Dashboard on Looker Studio,"Looker Studio is a powerful data visualization tool that enables you to build
dashboards on top of big data sources, like the Chrome UX Report. In this
guide, learn how to create your own custom CrUX Dashboard to track an origin's
user experience.",/docs/crux/guides/looker-studio-dashboard,,E:product:ChromeUXReport
,https://developer.chrome.com/blog/chrome-ux-report-pagespeed-insights/,/blog/chrome-ux-report-pagespeed-insights/,Using the Chrome UX Report on PageSpeed Insights,"PageSpeed Insights (PSI) is a tool for web developers to understand what a page's performance is and how to improve it. In this guide, learn how to use PSI to extract insights from CrUX and better understand the user experience.",/docs/crux/guides/pagespeed-insights,,E:product:ChromeUXReport
,https://developer.chrome.com/articles/css-animation-composition/,/articles/css-animation-composition/,Specify how multiple animation effects should composite with `animation-composition`,"When multiple animations affect the same property simultaneously, should they replace each other, add, or accumulate?",/docs/design-ui/css-animation-composition/,,
,https://developer.chrome.com/blog/css-color-mix/,/blog/css-color-mix/,CSS color-mix(),"Mix colors, in any of the supported color spaces, right from your CSS.",/docs/design-ui/css-color-mix/,,
,https://developer.chrome.com/blog/css-filter-effects-landing-in-webkit/,/blog/css-filter-effects-landing-in-webkit/,CSS Filter Effects landing in WebKit,"Adobe have been hard at work bringing this amazing technology to CSS. Specifically, I'm referring to CSS Filter Effects 1.0, which WebKit has started to implement.",/docs/design-ui/css-filter-effects-landing-in-webkit/,,
,https://developer.chrome.com/blog/css-grid-tooling/,/blog/css-grid-tooling/,CSS Grid tooling in DevTools,How we designed and implemented CSS Grid tooling support in DevTools.,/docs/design-ui/css-grid-tooling/,,
,https://developer.chrome.com/blog/css-grid/,/blog/css-grid/,CSS Grid – Table layout is back. Be there and be square,CSS Grid is a new layout system for the web.,/docs/design-ui/css-grid/,,
,https://developer.chrome.com/blog/css-hyphens/,/blog/css-hyphens/,Manage hyphens with CSS,Chrome 55 implements the hyphens property to control when soft hyphens appear and how they behave.,/docs/design-ui/css-hyphens/,,
,https://developer.chrome.com/blog/css-in-js/,/blog/css-in-js/,CSS-in-JS support in DevTools,How we support CSS-in-JS in DevTools and how it is different from regular CSS.,/docs/design-ui/css-in-js/,,
,https://developer.chrome.com/blog/css-layout-gets-smarter-with-calc/,/blog/css-layout-gets-smarter-with-calc/,CSS layout gets smarter with calc(),"You can use calc() anywhere a length or number is used, so you can use it for positioning things, or in rgb() color values as well, so it has lots of great uses in a style sheet.",/docs/design-ui/css-layout-gets-smarter-with-calc/,,
,https://developer.chrome.com/articles/css-linear-easing-function/,/articles/css-linear-easing-function/,Create complex animation curves in CSS with the `linear()` easing function,"Introducing linear(), an easing function in CSS that interpolates linearly between its points, allowing you to recreate bounce and spring effects.",/docs/design-ui/css-linear-easing-function/,,
,https://developer.chrome.com/articles/css-nesting/,/articles/css-nesting/,CSS Nesting,One of our favorite CSS preprocessor features is now built into the language: nesting style rules.,/docs/design-ui/css-nesting/,,
,https://developer.chrome.com/articles/css-nth-child-of-s/,/articles/css-nth-child-of-s/,More control over :nth-child() selections with the of S syntax,Pre-filter a set of child elements before applying An+B logic on it.,/docs/design-ui/css-nth-child-of-s/,,
,https://developer.chrome.com/blog/css-text-wrap-balance/,/blog/css-text-wrap-balance/,CSS text-wrap: balance,"A classic typography technique of hand-authoring line breaks for balanced text blocks, comes to CSS.",/docs/design-ui/css-text-wrap-balance/,,
,https://developer.chrome.com/blog/css-update-media-query/,/blog/css-update-media-query/,CSS update Media Query,Adapt your UI to the screen's refresh rate capabilities.,/docs/design-ui/css-update-media-query/,,
,https://developer.chrome.com/blog/css-variables-why-should-you-care/,/blog/css-variables-why-should-you-care/,CSS Variables - Why should you care?,"CSS variables, more accurately known as CSS custom properties, are landing in Chrome 49. They can be useful for reducing repetition in CSS, and also for powerful runtime effects like theme switching and potentially extending/polyfilling future CSS features.",/docs/design-ui/css-variables-why-should-you-care/,,
,https://developer.chrome.com/blog/cssom/,/blog/cssom/,Working with the new CSS Typed Object Model,"CSS Typed Object Model (Typed OM) brings types, methods, and a flexible object model to working with CSS values. Shipped in Chrome 66.",/docs/design-ui/cssom/,,
,https://developer.chrome.com/blog/custom-scrollbar/,/blog/custom-scrollbar/,CSS Deep-Dive - matrix3d() for a frame-perfect custom scrollbar,Custom transform matrices allow you to build frame-perfect custom scrollbars.,/docs/design-ui/custom-scrollbar/,,
,https://developer.chrome.com/articles/declarative-shadow-dom/,/articles/declarative-shadow-dom/,Declarative Shadow DOM,Declarative Shadow DOM is a new way to implement and use Shadow DOM directly in HTML.,/docs/design-ui/declarative-shadow-dom/,,
,https://developer.chrome.com/articles/display-override/,/articles/display-override/,Preparing for the display modes of tomorrow,The display_override property allows developers to define a customized fallback chain of modes their PWAs should be displayed in.,/docs/design-ui/display-override/,,
,https://developer.chrome.com/articles/hidden-until-found/,/articles/hidden-until-found/,Making collapsed content accessible with hidden=until-found,How this new attribute value can ensure that content within accordion sections can be found and linked to.,/docs/design-ui/hidden-until-found/,,
,https://developer.chrome.com/articles/high-definition-css-color-guide/,/articles/high-definition-css-color-guide/,High Definition CSS Color Guide,"CSS Color 4 brings wide gamut color tools and capabilities to the web: more colors, manipulation functions, and better gradients.",/docs/design-ui/high-definition-css-color-guide/,,
,https://developer.chrome.com/blog/houdini/,/blog/houdini/,Houdini - Demystifying CSS,Houdini is a collection of APIs that expose the CSS engine’s internals to developers,/docs/design-ui/houdini/,,
,https://developer.chrome.com/articles/inert/,/articles/inert/,Introducing inert,"The inert property is a global HTML attribute that simplifies how to remove and restore user input events for an element, including focus events and events from assistive technologies. In Chromium 102, inert is available by default for developers.",/docs/design-ui/inert/,,
,https://developer.chrome.com/blog/introduction-to-custom-filters-aka-css-shaders/,/blog/introduction-to-custom-filters-aka-css-shaders/,Introduction to Custom Filters (aka CSS Shaders),Introduction to Custom Filters (aka CSS Shaders),/docs/design-ui/introduction-to-custom-filters-aka-css-shaders/,,
,https://developer.chrome.com/articles/scroll-driven-animations/,/articles/scroll-driven-animations/,Animate elements on scroll with Scroll-driven animations,Learn how to work with Scroll Timelines and View Timelines to create scroll-driven animations in a declarative way.,/docs/design-ui/scroll-driven-animations/,,
,https://developer.chrome.com/blog/sticky-headers/,/blog/sticky-headers/,An event for CSS position:sticky,Using position - sticky and IntersectionObserver together to determine when elements become sticky. Apply scroll effects without scroll events!,/docs/design-ui/sticky-headers/,,
,https://developer.chrome.com/blog/style-queries/,/blog/style-queries/,Getting Started with Style Queries,"Style queries allow developers to query a parent element's style values using the @container rule. In Chrome 111, style queries for CSS custom properties are landing stable. Learn how to get started with them.",/docs/design-ui/style-queries/,,
,https://developer.chrome.com/blog/web-animations-resources/,/blog/web-animations-resources/,Web animations resources,Resources and more for the Web Animations API,/docs/design-ui/web-animations-resources/,,
,https://developer.chrome.com/docs/devtools/memory-problems/memory-101/,/docs/devtools/memory-problems/memory-101/,Memory terminology,"This section describes common terms used in memory analysis, and is applicable to a variety of memory profiling tools for different languages.",/docs/devtools/memory-problems/get-started/,,
,https://developer.chrome.com/tags/devtools-tips/,/tags/devtools-tips/,DevTools Tips,"All content tagged ""DevTools tips""",/docs/devtools/tips,,
,https://developer.chrome.com/articles/x-google-ignore-list/,/articles/x-google-ignore-list/,The `x_google_ignoreList` source map extension,Improve debugging experience in Chrome DevTools with the x_google_ignoreList source map extension.,/docs/devtools/x-google-ignore-list/,,
,https://developer.chrome.com/docs/extensions/mv3/user_interface/,/docs/extensions/mv3/user_interface/,Chrome Extensions: Design the user interface,User interface and design guidelines for Chrome Extensions.,/docs/extensions/mv3/develop/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/,/docs/extensions/mv3/manifest/,Manifest file format,An overview of the manifest.json properties of a Chrome Extension.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/homepage_url/,/docs/extensions/mv3/manifest/homepage_url/,Chrome Extensions Manifest: Homepage Url,Reference documentation for the homepage_url property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/icons/,/docs/extensions/mv3/manifest/icons/,Chrome Extensions Manifest: icons,Reference documentation for the icons property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/incognito/,/docs/extensions/mv3/manifest/incognito/,Chrome Extensions Manifest: incognito,Reference documentation for the incognito property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/input_components/,/docs/extensions/mv3/manifest/input_components/,Manifest - input_components,Reference documentation for the input_components property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/key/,/docs/extensions/mv3/manifest/key/,Chrome Extensions manifest: key,Reference documentation for the key property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/manifest_version/,/docs/extensions/mv3/manifest/manifest_version/,Chrome Extensions Manifest: manifest_version,Reference documentation for the manifest_version property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/minimum_chrome_version/,/docs/extensions/mv3/manifest/minimum_chrome_version/,Chrome Extensions Manifest: minimum_chrome_version,Reference documentation for the minimum_chrome_version property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/name/,/docs/extensions/mv3/manifest/name/,Chrome Extensions Manifest: name,Reference documentation for the name property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/oauth2/,/docs/extensions/mv3/manifest/oauth2/,Manifest - oauth2,Reference documentation for the oauth2 property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/requirements/,/docs/extensions/mv3/manifest/requirements/,Chrome Extensions Manifest: requirements,Reference documentation for the requirements property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/sandbox/,/docs/extensions/mv3/manifest/sandbox/,Chrome Extensions Manifest: sandbox,Reference documentation for the sandbox property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/short_name/,/docs/extensions/mv3/manifest/short_name/,Manifest - short_name,Reference documentation for the short_name property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/storage/,/docs/extensions/mv3/manifest/storage/,Chrome Extensions Manifest: storage,Reference documentation for the storage property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/version/,/docs/extensions/mv3/manifest/version/,Chrome Extensions Manifest: version,Reference documentation for the version property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/web_accessible_resources/,/docs/extensions/mv3/manifest/web_accessible_resources/,Chrome Extensions Manifest: web_accessible_resources,Reference documentation for the web_accessible_resources property of manifest.json.,/docs/extensions/reference/manifest/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/activeTab/,/docs/extensions/mv3/manifest/activeTab/,Chrome Extensions: The activeTab permission,How to use the activeTab permission in your Chrome Extension.,/docs/extensions/reference/manifest/activeTab,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/author/,/docs/extensions/mv3/manifest/author/,Manifest - Author,Reference documentation for the author name property of manifest.json.,/docs/extensions/reference/manifest/author/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/background/,/docs/extensions/mv3/manifest/background/,Manifest - background,Reference documentation for the background property of manifest.json.,/docs/extensions/reference/manifest/background/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/content_scripts/,/docs/extensions/mv3/manifest/content_scripts/,"Chrome Extensions Manifest: ""content_scripts""","Reference documentation for the ""content_scripts"" property of manifest.json.",/docs/extensions/reference/manifest/content_scripts,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/content_security_policy/,/docs/extensions/mv3/manifest/content_security_policy/,Manifest - Content Security Policy,Reference documentation for the content security policy properties of manifest.json.,/docs/extensions/reference/manifest/content_security_policy,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/cross_origin_embedder_policy/,/docs/extensions/mv3/manifest/cross_origin_embedder_policy/,Chrome Extensions: cross_origin_embedder_policy,Reference documentation for the cross_origin_embedder_policy property of manifest.json.,/docs/extensions/reference/manifest/cross_origin_embedder_policy,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/cross_origin_opener_policy/,/docs/extensions/mv3/manifest/cross_origin_opener_policy/,Chrome Extensions: cross_origin_opener_policy,Reference documentation for the cross_origin_opener_policy property of manifest.json.,/docs/extensions/reference/manifest/cross_origin_opener_policy/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/default_locale/,/docs/extensions/mv3/manifest/default_locale/,Chrome Extensions Manifest: default_locale,Reference documentation for the default_locale property of manifest.json.,/docs/extensions/reference/manifest/default_locale/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/description/,/docs/extensions/mv3/manifest/description/,Chrome Extensions Manifest: description,Reference documentation for the description property of manifest.json.,/docs/extensions/reference/manifest/description/,,E:product:ChromeExtensions
,https://developer.chrome.com/docs/extensions/mv3/manifest/externally_connectable/,/docs/extensions/mv3/manifest/externally_connectable/,Chrome Extensions Manifest: externally_connectable,Reference documentation for the externally_connectable property of manifest.json.,/docs/extensions/reference/manifest/externally_connectable,,E:product:ChromeExtensions
,https://developer.chrome.com/articles/build-for-webusb/,/articles/build-for-webusb/,Building a device for WebUSB,Build the next generation of web experiences.,/docs/hardware-apis/best-practices/build-for-webusb/,,
,https://developer.chrome.com/blog/cross-device-webotp/,/blog/cross-device-webotp/,Verify a phone number on desktop using WebOTP API,"Starting from Chrome 93, websites can verify phone numbers from desktop Chrome.",/docs/identity/cross-device-webotp/,,
